time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1722454759        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454769        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454779        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454790        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454800        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454811        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454821        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454831        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454842        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454852        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454862        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454872        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454883        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454893        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454904        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454914        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454925        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454935        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454945        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454956        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454966        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454977        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454987        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722454997        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455007        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455018        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455028        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455038        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455049        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455059        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455069        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455080        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455090        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455100        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455111        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455121        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455131        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455142        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455152        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455162        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455172        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455183        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455193        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455204        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455214        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455224        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455235        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455245        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455255        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455266        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455276        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455286        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455297        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455307        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455317        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455328        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455338        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455348        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455359        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455369        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455379        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455389        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455400        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455410        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455420        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455431        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455441        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455451        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455461        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455472        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455482        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455492        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455503        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455513        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455523        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455534        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455545        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455555        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455565        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455576        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455586        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455597        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455607        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455617        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455628        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455638        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455648        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455659        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455669        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455679        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455690        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455700        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455711        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455721        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455731        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455741        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455752        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455762        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455772        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455783        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455793        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455803        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455814        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455824        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455834        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455845        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455855        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455865        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455876        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455886        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455897        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455907        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455917        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455928        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455938        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455948        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455959        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455969        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455979        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722455990        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456000        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456010        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456021        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456031        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456041        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456051        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456062        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456072        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456082        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456093        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456103        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456113        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456124        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456134        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456144        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456154        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456165        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456175        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456185        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456196        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456206        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456217        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456227        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456237        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456248        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456258        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456268        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456279        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456289        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456299        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456310        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456320        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456331        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456341        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456353        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456364        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456374        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456384        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456395        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456405        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456415        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456425        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456436        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456446        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456456        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456467        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456477        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456487        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456498        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456508        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456519        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456529        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456539        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456550        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456560        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456571        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456584        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456594        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456605        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456615        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456626        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456636        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456646        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456657        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456667        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456677        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456688        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456698        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456708        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456718        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456729        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456739        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456750        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456760        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456770        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456781        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456791        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456802        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456812        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456822        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456832        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456843        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456853        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456864        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456874        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456885        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456895        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456905        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722456915        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
