time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1722445702        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445712        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445722        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445733        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445743        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445754        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445764        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445774        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445785        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445795        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445805        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445816        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445827        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445837        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445847        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445858        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445868        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445878        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445890        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445900        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445911        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445921        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445932        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445942        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445953        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445963        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445973        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445984        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722445994        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446004        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446015        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446025        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446036        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446046        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446056        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446067        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446077        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446088        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446099        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446109        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446119        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446130        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446140        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446151        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446161        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446172        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446182        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446192        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446203        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446213        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446223        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446234        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446244        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446255        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446265        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446275        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446286        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446296        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446307        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446317        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446327        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446338        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446348        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446358        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446369        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446379        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446390        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446400        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446410        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446421        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446431        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446441        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446452        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446462        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446472        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446483        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446493        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446503        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446514        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446525        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446535        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446545        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446556        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446566        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446576        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446587        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446597        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446608        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446618        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446628        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446639        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446649        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446660        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446670        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446680        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446691        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446701        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446712        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446722        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446732        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446743        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446753        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446764        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446774        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446785        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446795        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446806        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446816        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446827        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446837        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446847        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446858        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446868        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446878        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446889        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446899        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446909        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446920        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446930        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446940        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446951        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446961        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446971        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446982        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722446993        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447003        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447013        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447024        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447034        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447044        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447054        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447065        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447075        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447085        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447096        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447106        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447116        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447126        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447137        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447147        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447158        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447169        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447179        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447189        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447200        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447210        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447221        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447231        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447242        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447252        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447263        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447273        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447284        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447294        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447304        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447315        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447325        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447336        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447346        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447356        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447367        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447377        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447387        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447397        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447408        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447418        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447428        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447439        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447449        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447460        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447470        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447481        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447491        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447501        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447512        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447522        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447532        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447543        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447553        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447563        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447574        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447584        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447594        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447606        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447616        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447627        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447637        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447648        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447658        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447669        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447679        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447689        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447700        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447710        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447721        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447733        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447743        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447753        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447764        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447774        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447784        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447795        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447805        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447816        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447826        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447836        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447847        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447857        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1722447868        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
