#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1722443345        220.275000        220.275000        7.770950          7.770950          0.000000          233.545000        7.770950         
1722443355        220.275000        220.275000        7.771000          7.771000          0.000000          233.544000        7.771000         
1722443366        220.275000        220.275000        7.771030          7.771030          0.000000          233.544000        7.771030         
1722443376        220.275000        220.275000        7.771140          7.771140          0.000000          233.544000        7.771140         
1722443387        220.275000        220.275000        7.771160          7.771160          0.000000          233.545000        7.771160         
1722443397        220.275000        220.275000        7.771200          7.771200          0.000000          233.545000        7.771200         
1722443407        220.275000        220.275000        7.771270          7.771270          0.000000          233.544000        7.771270         
1722443418        220.275000        220.275000        7.771300          7.771300          0.000000          233.545000        7.771300         
1722443428        220.275000        220.275000        7.771390          7.771390          0.000000          233.544000        7.771390         
1722443439        220.275000        220.275000        7.771420          7.771420          0.000000          233.545000        7.771420         
1722443449        220.275000        220.275000        7.771620          7.771620          0.000000          233.544000        7.771620         
1722443459        220.275000        220.275000        7.771680          7.771680          0.000000          233.546000        7.771680         
1722443470        220.275000        220.275000        7.771890          7.771890          0.000000          233.544000        7.771890         
1722443481        220.275000        220.275000        7.771920          7.771920          0.000000          233.545000        7.771920         
1722443491        220.275000        220.275000        7.772090          7.772090          0.000000          233.545000        7.772090         
1722443501        220.275000        220.275000        7.772110          7.772110          0.000000          233.545000        7.772110         
1722443512        220.275000        220.275000        7.772240          7.772240          0.000000          233.543000        7.772240         
1722443522        220.275000        220.275000        7.772250          7.772250          0.000000          233.544000        7.772250         
1722443532        220.275000        220.275000        7.772380          7.772380          0.000000          233.545000        7.772380         
1722443543        220.275000        220.275000        7.772400          7.772400          0.000000          233.544000        7.772400         
1722443554        220.275000        220.275000        7.772480          7.772480          0.000000          233.544000        7.772480         
1722443564        220.275000        220.275000        7.772620          7.772620          0.000000          233.545000        7.772620         
1722443574        220.275000        220.275000        7.772680          7.772680          0.000000          233.543000        7.772680         
1722443585        220.275000        220.275000        7.772800          7.772800          0.000000          233.543000        7.772800         
1722443595        220.275000        220.275000        7.772840          7.772840          0.000000          233.543000        7.772840         
1722443606        220.275000        220.275000        7.772990          7.772990          0.000000          233.543000        7.772990         
1722443616        220.275000        220.275000        7.773010          7.773010          0.000000          233.543000        7.773010         
1722443627        220.275000        218.867000        7.773010          6.130390          0.000000          235.191000        7.773010         
1722443637        220.275000        218.884000        7.773010          6.260360          0.000000          235.060000        7.773010         
1722443647        220.275000        218.905000        7.773010          6.330200          0.000000          234.990000        7.773010         
