#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1722446909        2212.930000       2212.930000       50.656500         50.656500         0.000000          186.442000        50.656500        
1722446919        2212.930000       2212.930000       50.670200         50.670200         0.000000          186.430000        50.670200        
1722446930        2212.930000       2212.930000       50.685900         50.685900         0.000000          186.413000        50.685900        
1722446940        2212.930000       2212.930000       50.699600         50.699600         0.000000          186.399000        50.699600        
1722446950        2212.930000       2212.930000       50.715200         50.715200         0.000000          186.384000        50.715200        
1722446961        2212.930000       2212.930000       50.730800         50.730800         0.000000          186.368000        50.730800        
1722446971        2212.930000       2212.930000       50.746400         50.746400         0.000000          186.352000        50.746400        
1722446981        2212.930000       2212.930000       50.762100         50.762100         0.000000          186.336000        50.762100        
1722446992        2212.930000       2212.930000       50.779600         50.779600         0.000000          186.319000        50.779600        
1722447003        2212.930000       2212.930000       50.795300         50.795300         0.000000          186.304000        50.795300        
1722447013        2212.930000       2212.930000       50.810900         50.810900         0.000000          186.289000        50.810900        
1722447023        2212.930000       2212.930000       50.828500         50.828500         0.000000          186.270000        50.828500        
1722447034        2212.930000       2212.930000       50.844100         50.844100         0.000000          186.256000        50.844100        
1722447044        2212.930000       2212.930000       50.851900         50.851900         0.000000          186.246000        50.851900        
1722447054        2212.930000       2212.930000       50.857800         50.857800         0.000000          186.242000        50.857800        
1722447064        2212.930000       2212.930000       50.862300         50.862300         0.000000          186.236000        50.862300        
1722447075        2212.930000       2212.930000       50.864200         50.864200         0.000000          186.235000        50.864200        
1722447085        2212.930000       2212.930000       50.864200         50.864200         0.000000          186.235000        50.864200        
1722447095        2212.930000       2212.930000       50.864200         50.864200         0.000000          186.235000        50.864200        
1722447106        2212.930000       2212.930000       50.871200         50.871200         0.000000          186.228000        50.871200        
1722447116        2212.930000       2212.930000       50.871200         50.871200         0.000000          186.228000        50.871200        
1722447126        2212.930000       2212.930000       50.871300         50.871300         0.000000          186.228000        50.871300        
1722447136        2212.930000       2212.930000       50.871300         50.871300         0.000000          186.229000        50.871300        
1722447147        2212.930000       2212.930000       50.877100         50.877100         0.000000          186.223000        50.877100        
1722447157        2212.930000       2212.430000       50.877100         50.384900         0.000000          186.715000        50.877100        
1722447168        2212.930000       2212.430000       50.877100         50.384900         0.000000          186.715000        50.877100        
1722447179        2212.930000       2212.490000       50.877100         50.428000         0.000000          186.671000        50.877100        
1722447189        2212.930000       2212.490000       50.877100         50.445500         0.000000          186.655000        50.877100        
1722447199        2212.930000       2212.560000       50.877100         50.462700         0.000000          186.637000        50.877100        
1722447210        2212.930000       2212.560000       50.877100         50.480400         0.000000          186.620000        50.877100        
1722447220        2212.930000       2212.560000       50.877100         50.500200         0.000000          186.600000        50.877100        
1722447231        2212.930000       2212.680000       50.877100         50.517800         0.000000          186.582000        50.877100        
1722447242        2212.930000       2212.680000       50.877100         50.535300         0.000000          186.565000        50.877100        
1722447252        2212.930000       2212.680000       50.877100         50.551000         0.000000          186.550000        50.877100        
1722447262        2212.930000       2212.680000       50.877100         50.566600         0.000000          186.534000        50.877100        
1722447273        2212.930000       2212.680000       50.877100         50.580300         0.000000          186.519000        50.877100        
1722447283        2212.930000       2212.680000       50.877100         50.588100         0.000000          186.511000        50.877100        
1722447294        2212.930000       2212.680000       50.877100         50.593900         0.000000          186.506000        50.877100        
1722447304        2212.930000       2212.680000       50.877100         50.597800         0.000000          186.495000        50.877100        
1722447315        2212.930000       2212.680000       50.877100         50.601700         0.000000          186.493000        50.877100        
1722447325        2212.930000       2212.680000       50.877100         50.603700         0.000000          186.495000        50.877100        
1722447336        2212.930000       2212.680000       50.877100         50.603700         0.000000          186.496000        50.877100        
1722447346        2212.930000       2212.680000       50.877100         50.603700         0.000000          186.496000        50.877100        
1722447356        2212.930000       2212.680000       50.877100         50.603700         0.000000          186.495000        50.877100        
1722447367        2212.930000       2212.680000       50.877100         50.603700         0.000000          186.495000        50.877100        
1722447377        2212.930000       2212.440000       50.877100         50.389600         0.000000          186.707000        50.877100        
1722447387        2212.930000       2212.520000       50.877100         50.402800         0.000000          186.696000        50.877100        
1722447397        2212.930000       2212.470000       50.877100         50.423100         0.000000          186.675000        50.877100        
1722447408        2212.930000       2212.470000       50.877100         50.423200         0.000000          186.674000        50.877100        
1722447418        2212.930000       2212.470000       50.877100         50.439700         0.000000          186.656000        50.877100        
1722447428        2212.930000       219.109000        50.877100         7.006520          0.000000          202.058000        50.877100        
1722447439        2212.930000       227.762000        50.877100         7.272760          0.000000          201.774000        50.877100        
1722447449        2212.930000       241.821000        50.877100         11.972900         0.000000          195.727000        50.877100        
1722447460        2212.930000       239.891000        50.877100         10.278900         0.000000          198.691000        50.877100        
1722447470        2212.930000       239.917000        50.877100         10.304700         0.000000          198.664000        50.877100        
1722447480        2212.930000       239.931000        50.877100         10.318800         0.000000          198.650000        50.877100        
1722447491        2212.930000       240.266000        50.877100         10.575900         0.000000          198.365000        50.877100        
1722447501        2212.930000       241.361000        50.877100         11.358400         0.000000          197.551000        50.877100        
1722447511        2212.930000       255.475000        50.877100         11.597300         0.000000          197.288000        50.877100        
1722447522        2212.930000       255.824000        50.877100         11.840600         0.000000          197.026000        50.877100        
1722447532        2212.930000       256.244000        50.877100         12.115500         0.000000          196.797000        50.877100        
1722447542        2212.930000       256.244000        50.877100         12.115600         0.000000          196.794000        50.877100        
1722447553        2212.930000       256.244000        50.877100         12.115700         0.000000          196.794000        50.877100        
1722447563        2212.930000       256.743000        50.877100         12.614400         0.000000          196.295000        50.877100        
1722447573        2212.930000       256.930000        50.877100         12.801000         0.000000          196.108000        50.877100        
1722447584        2212.930000       259.653000        50.877100         17.324100         0.000000          191.487000        50.877100        
1722447594        2212.930000       259.653000        50.877100         17.324100         0.000000          191.484000        50.877100        
1722447605        2212.930000       259.653000        50.877100         17.324100         0.000000          191.483000        50.877100        
1722447616        2212.930000       259.653000        50.877100         17.324100         0.000000          191.484000        50.877100        
1722447626        2212.930000       259.653000        50.877100         17.324100         0.000000          191.486000        50.877100        
1722447637        2212.930000       259.653000        50.877100         17.324100         0.000000          191.486000        50.877100        
1722447647        2212.930000       259.653000        50.877100         17.324100         0.000000          191.486000        50.877100        
1722447658        2212.930000       259.653000        50.877100         17.324100         0.000000          189.376000        50.877100        
1722447668        2212.930000       259.653000        50.877100         17.324100         0.000000          181.171000        50.877100        
1722447679        2212.930000       259.653000        50.877100         17.324100         0.000000          149.687000        50.877100        
1722447689        2212.930000       259.653000        50.877100         17.324100         0.000000          145.396000        50.877100        
1722447700        2212.930000       259.653000        50.877100         17.324100         0.000000          142.334000        50.877100        
1722447710        2212.930000       259.653000        50.877100         17.324100         0.000000          142.334000        50.877100        
1722447720        2212.930000       259.653000        50.877100         17.324100         0.000000          142.333000        50.877100        
1722447731        2212.930000       259.653000        50.877100         17.324100         0.000000          142.333000        50.877100        
1722447743        2212.930000       259.653000        50.877100         17.324100         0.000000          142.334000        50.877100        
1722447753        2212.930000       259.653000        50.877100         17.324100         0.000000          142.259000        50.877100        
1722447763        2212.930000       259.653000        50.877100         17.324100         0.000000          142.258000        50.877100        
1722447774        2212.930000       259.653000        50.877100         17.324100         0.000000          142.258000        50.877100        
1722447784        2212.930000       259.653000        50.877100         17.324100         0.000000          142.258000        50.877100        
1722447794        2212.930000       259.653000        50.877100         17.324100         0.000000          142.259000        50.877100        
1722447805        2212.930000       259.653000        50.877100         17.324100         0.000000          142.258000        50.877100        
1722447815        2212.930000       259.653000        50.877100         17.324100         0.000000          142.258000        50.877100        
1722447826        2212.930000       259.653000        50.877100         17.324100         0.000000          142.258000        50.877100        
1722447836        2212.930000       259.653000        50.877100         17.324100         0.000000          142.258000        50.877100        
1722447847        2212.930000       259.653000        50.877100         17.324100         0.000000          142.259000        50.877100        
1722447857        2212.930000       259.653000        50.877100         17.324100         0.000000          142.260000        50.877100        
1722447867        2212.930000       259.653000        50.877100         17.324100         0.000000          142.260000        50.877100        
1722447878        2212.930000       259.653000        50.877100         17.324100         0.000000          142.260000        50.877100        
1722447888        2212.930000       259.653000        50.877100         17.324100         0.000000          142.259000        50.877100        
1722447898        2212.930000       259.653000        50.877100         17.324100         0.000000          142.260000        50.877100        
1722447909        2212.930000       259.653000        50.877100         17.324100         0.000000          142.257000        50.877100        
1722447920        2212.930000       259.653000        50.877100         17.324100         0.000000          142.261000        50.877100        
1722447930        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722447941        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722447951        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722447961        2212.930000       259.653000        50.877100         17.324100         0.000000          142.261000        50.877100        
1722447971        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722447982        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722447993        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722448003        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722448013        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722448023        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722448034        2212.930000       259.653000        50.877100         17.324100         0.000000          142.263000        50.877100        
1722448044        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722448054        2212.930000       259.653000        50.877100         17.324100         0.000000          142.263000        50.877100        
1722448065        2212.930000       259.653000        50.877100         17.324100         0.000000          142.263000        50.877100        
1722448075        2212.930000       259.653000        50.877100         17.324100         0.000000          142.262000        50.877100        
1722448086        2212.930000       259.653000        50.877100         17.324100         0.000000          142.263000        50.877100        
1722448096        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448106        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448117        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448127        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448137        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448147        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448158        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448168        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448179        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448189        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722448199        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448210        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448220        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448231        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448241        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448252        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448262        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722448272        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448283        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448293        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448303        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448314        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448324        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448335        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448345        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448355        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448366        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448376        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448386        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448396        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448407        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448417        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448428        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448438        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722448449        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722448460        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448470        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722448480        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448491        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448501        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448511        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722448521        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722448532        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448543        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448553        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448564        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448574        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448584        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448595        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448605        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448615        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448626        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448636        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722448646        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448657        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448667        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448677        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448688        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448698        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448708        2212.930000       259.653000        50.877100         17.324400         0.000000          142.259000        50.877100        
1722448718        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448729        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448739        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448749        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448760        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448770        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448780        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448791        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448801        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448811        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448822        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448832        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722448842        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448853        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448863        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448873        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448884        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448895        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448906        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448917        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448927        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448938        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448948        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448958        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448969        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722448979        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722448990        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449000        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449011        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449021        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722449031        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449042        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722449052        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449063        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449073        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449084        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449094        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449104        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449115        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449125        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722449136        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722449146        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722449157        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449167        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449177        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722449187        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722449198        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449208        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449218        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722449230        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449240        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449250        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449261        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449271        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449281        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449292        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449302        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449312        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722449323        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449333        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449344        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449354        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449364        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449375        2212.930000       259.653000        50.877100         17.324400         0.000000          142.260000        50.877100        
1722449385        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449396        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449406        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449417        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449427        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449438        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449448        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449458        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449468        2212.930000       259.653000        50.877100         17.324400         0.000000          142.261000        50.877100        
1722449479        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722449489        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449500        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449510        2212.930000       259.653000        50.877100         17.324400         0.000000          142.263000        50.877100        
1722449521        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449531        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449541        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449551        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449562        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449572        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449582        2212.930000       259.653000        50.877100         17.324400         0.000000          142.262000        50.877100        
1722449593        2212.930000       259.653000        50.877100         17.324400         0.000000          142.254000        50.877100        
1722449603        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449614        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449624        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449635        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449645        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449655        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449665        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449676        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449686        2212.930000       259.653000        50.877100         17.324400         0.000000          142.257000        50.877100        
1722449697        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449707        2212.930000       259.653000        50.877100         17.324400         0.000000          142.254000        50.877100        
1722449718        2212.930000       259.653000        50.877100         17.324400         0.000000          142.258000        50.877100        
1722449728        2212.930000       259.653000        50.877100         17.326400         0.000000          142.258000        50.877100        
1722449738        2212.930000       259.653000        50.877100         17.326400         0.000000          142.257000        50.877100        
1722449749        2212.930000       259.653000        50.877100         17.326400         0.000000          142.257000        50.877100        
1722449759        2212.930000       259.653000        50.877100         17.326400         0.000000          142.258000        50.877100        
1722449770        2212.930000       259.653000        50.877100         17.326400         0.000000          142.258000        50.877100        
1722449780        2212.930000       259.653000        50.877100         17.326400         0.000000          142.258000        50.877100        
1722449791        2212.930000       259.653000        50.877100         17.326400         0.000000          142.258000        50.877100        
1722449801        2212.930000       259.653000        50.877100         17.326400         0.000000          142.258000        50.877100        
1722449811        2212.930000       259.653000        50.877100         17.326400         0.000000          142.257000        50.877100        
1722449822        2212.930000       259.653000        50.877100         17.326400         0.000000          142.258000        50.877100        
1722449832        2212.930000       259.653000        50.877100         17.326400         0.000000          142.258000        50.877100        
1722449843        2212.930000       259.653000        50.877100         17.326400         0.000000          142.257000        50.877100        
1722449853        2212.930000       259.653000        50.877100         17.327900         0.000000          142.257000        50.877100        
1722449863        2212.930000       259.653000        50.877100         17.327900         0.000000          142.255000        50.877100        
1722449874        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449884        2212.930000       259.653000        50.877100         17.327900         0.000000          142.257000        50.877100        
1722449894        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449905        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449915        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449925        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449936        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449946        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449957        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449968        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449978        2212.930000       259.653000        50.877100         17.327900         0.000000          142.257000        50.877100        
1722449989        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722449999        2212.930000       259.653000        50.877100         17.327900         0.000000          142.255000        50.877100        
1722450009        2212.930000       259.653000        50.877100         17.327900         0.000000          142.257000        50.877100        
1722450019        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722450030        2212.930000       259.653000        50.877100         17.327900         0.000000          142.257000        50.877100        
1722450040        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722450051        2212.930000       259.653000        50.877100         17.327900         0.000000          142.255000        50.877100        
1722450061        2212.930000       259.653000        50.877100         17.327900         0.000000          142.255000        50.877100        
1722450071        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722450081        2212.930000       259.653000        50.877100         17.327900         0.000000          142.255000        50.877100        
1722450092        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722450103        2212.930000       259.653000        50.877100         17.327900         0.000000          142.257000        50.877100        
1722450113        2212.930000       259.653000        50.877100         17.327900         0.000000          142.255000        50.877100        
1722450123        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722450134        2212.930000       259.653000        50.877100         17.327900         0.000000          142.255000        50.877100        
1722450144        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
1722450155        2212.930000       259.653000        50.877100         17.327900         0.000000          142.256000        50.877100        
